stitle,xpostDate,xbody,xcreatedDate,xAddress,GTag_longitude,GTag_latitude
二二八和平公園,2011/12/14 下午 05:01:00,座數：6，特優級：0，優等級：6，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中正區懷寧街、襄陽街、公園路、凱?格蘭大道,121.514013,25.042353
臺北火車站,2011/12/14 下午 05:01:00,座數：14，特優級：0，優等級：10，普通級：4，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中正區北平西路3號,121.516989,25.047893
誠品站前店,2011/12/14 下午 05:01:00,座數：6，特優級：0，優等級：6，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區忠孝西路一段47之1號B1,121.517177,25.046753
國立臺灣師範大學,2011/12/14 下午 05:01:00,座數：111，特優級：0，優等級：109，普通級：2，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區和平東路一段162號,121.52705,25.026273
臺北市立古亭國民中學,2011/12/14 下午 05:01:00,座數：16，特優級：3，優等級：13，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區中華路二段465號,121.5105694,25.0246771
法務部,2011/12/14 下午 05:01:00,座數：10，特優級：10，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市中正區重慶南路一段130號,121.5125417,25.0362732
臺北市中正戶政事務所,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區羅斯福路一段8號樓,121.518601,25.032163
喜來登飯店,2011/12/14 下午 05:01:00,座數：14，特優級：14，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市中正區忠孝東路一段12號,121.522085,25.045031
中正16號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市中正區羅斯福路四段119巷66弄1號旁,121.539366,25.00922
協記加油站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區新明路305號,121.584972,25.056866
內湖瑞光計程車服務站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區陽光街321巷21號,121.57937,25.073157
內湖焚化廠游泳池,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區安康路290號,121.606886,25.064301
臺北市內湖區明湖國民小學,2011/12/14 下午 05:01:00,座數：32，特優級：1，優等級：31，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區康寧路三段105號,121.6109,25.071077
內湖戶政事務所,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區民權東路六段99號3樓,121.588898,25.069374
西湖派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區瑞光路515號,121.569135,25.079185
台灣優力加油站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區辛亥路四段100號,121.558255,25.006421
台北花木市場地下停車場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區興隆路一段15號地下室,121.540222,25.004312
茶研發推廣中心,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區指南路三段40巷8之2號,121.59429,24.969071
國立政治大學附設實驗國民小學,2011/12/14 下午 05:01:00,座數：11，特優級：7，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區指南路三段12號,121.579971,24.984958
臺北市立景美國民中學,2011/12/14 下午 05:01:00,座數：22，特優級：13，優等級：9，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區景中街27號,121.542961,24.993018
臺北市私立再興高級中學,2011/12/14 下午 05:01:00,座數：22，特優級：3，優等級：19，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區興隆路四段2號,121.558974,24.990528
臺北市立圖書館文山分館,2011/12/14 下午 05:01:00,座數：10，特優級：1，優等級：9，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區興隆路二段160號7樓,121.551672,25.001719
興隆派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區興隆路二段156號,121.551265,25.001608
七星公園,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:30:00,臺北市北投區光明路225號,121.504128,25.136564
大業路加油站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區北投區大度路2號,121.498887,25.121566
台北市關渡玉女宮,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區大度路三段301巷222號,121.463939,25.11754
關渡宮,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區知行路360號,121.463954,25.117703
臺北市北投區洲美國民小學,2011/12/14 下午 05:01:00,座數：8，特優級：8，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區洲美街185號,121.502726,25.100875
臺北市北投區逸仙國民小學,2011/12/14 下午 05:01:00,座數：15，特優級：12，優等級：3，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區新民路2號,121.505771,25.13853
財政部國稅局北投稽徵所,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區新市街30號,121.502691,25.132672
中山分局,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路二段1號,121.522798,25.052469
台灣麥當勞台北民權3分公司,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區民權西路68號,121.519716,25.062641
康華大飯店,2011/12/14 下午 05:01:00,座數：3，特優級：3，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區松江路306號,121.532778,25.060129
統一星巴克中山門市,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路二段171號1樓,121.522817,25.062964
統一星巴克松江門市,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區松江路206號1樓,121.532821,25.057683
摩斯漢堡民權東路分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區民權東路三段5號1樓,121.541173,25.06257
國光汽車客運西站,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：2，普通級：2，加強級：0,2011/12/28 上午 06:28:00,臺北市中正區忠孝西路一段173號,121.514304,25.047228
松崗購物中心,2011/12/14 下午 05:01:00,座數：10，特優級：6，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中正區忠孝西路一段50號1樓,121.5158495,25.046463
牯嶺街小劇場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區牯嶺街5巷2號,121.515409,25.031734
中山堂,2011/12/14 下午 05:01:00,座數：9，特優級：9，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市中正區延平南路98號,121.510036,25.043204
國家圖書館,2011/12/14 下午 05:01:00,座數：18，特優級：18，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區中山南路20號,121.519033,25.036731
國稅局中正分局,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區羅斯福路一段8號8樓,121.518272,25.032265
台灣麥當勞台北濟南分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區台北市濟南路二段66號1樓,121.53254,25.040084
臺北市立聯合醫院和平分院,2011/12/14 下午 05:01:00,座數：15，特優級：15，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市中正區中華路二段33號,121.506879,25.035528
麗馳堤頂加油站,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區舊宗路二段133號,121.574965,25.069954
公有西湖市場,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：3，普通級：1，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市內湖區內湖路一段283-5號,121.566604,25.082296
湖興立體停車場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：0，普通級：2，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區成功路二段322號,121.590556,25.068258
臺北市立內湖國民中學,2011/12/14 下午 05:01:00,座數：16，特優級：3，優等級：13，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區陽光街1號,121.589396,25.077207
內湖派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區內湖路二段261號,121.59011,25.082099
文德派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區文德路22巷120號,121.581171,25.074925
哈拉影城,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區康寧路三段72號,121.611319,25.070235
遠東百貨景美分公司,2011/12/14 下午 05:01:00,座數：2，特優級：1，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區文山區景中街30巷12號,121.542446,24.992179
臺北市立動物園,2011/12/14 下午 05:01:00,座數：43，特優級：27，優等級：16，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區新光路二段30號,121.581069,24.998855
中國科技大學,2011/12/14 下午 05:01:00,座數：26，特優級：0，優等級：26，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區興隆路三段56號,121.555315,24.999035
臺北市文山區溪口國民小學,2011/12/14 下午 05:01:00,座數：22，特優級：7，優等級：15，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區景福街225號,121.538854,24.994179
文山第一戶政事務所,2011/12/14 下午 05:01:00,座數：4，特優級：3，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區木柵路三段220號,121.569962,24.989558
臺北市立圖書館景美分館,2011/12/14 下午 05:01:00,座數：6，特優級：0，優等級：6，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區羅斯福路五段176巷50號2樓,121.536373,25.003607
臺北市立圖書館景新分館,2011/12/14 下午 05:01:00,座數：9，特優級：0，優等級：5，普通級：4，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區景後街151號7樓,121.542032,24.990152
來來戲院,2011/12/14 下午 05:01:00,座數：4，特優級：4，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區羅斯福路六段403號6樓,121.540693,24.991753
大豐公園地下停車場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區大興街145號地下,121.503934,25.13113
台北慈惠堂,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區吉利街27號,121.504988,25.118197
忠義行天宮,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區中央北路四段18巷50號,121.47747,25.137486
統一星巴克馬偕門市,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區民生西路7號1，2樓,121.521663,25.057958
中油汀州路站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市中正區汀州路三段1號,121.5359411,25.011575
公有南門市場,2011/12/14 下午 05:01:00,座數：6，特優級：6，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中正區羅斯福路一段8號,121.518272,25.032265
捷運小南門站,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中正區愛國西路22號地下一層,121.511274,25.035203
植物園,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區南海路53號,121.510192,25.031212
臺北市中正區忠孝國民小學,2011/12/14 下午 05:01:00,座數：12，特優級：12，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區忠孝東路二段101號,121.531603,25.042923
臺北市立中正國民中學,2011/12/14 下午 05:01:00,座數：20，特優級：16，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區愛國東路158號,121.522024,25.032327
臺北市中正區健康服務中心,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區牯嶺街24號1樓,121.515995,25.030424
丹堤咖啡開封店,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區開封街一段16號1樓,121.513756,25.04603
台灣麥當勞館前路分公司,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區館前路8號1樓,121.5148895,25.045781
中油內湖站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區民權東路六段50號,121.59852,25.069165
西歐加油站自強站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區內湖路一段146號,121.564096,25.082597
臺北花卉產銷股份有限公司,2011/12/14 下午 05:01:00,座數：10，特優級：0，優等級：2，普通級：8，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區瑞光路321號,121.573179,25.077406
臺北市內湖區西湖國民小學,2011/12/14 下午 05:01:00,座數：26，特優級：19，優等級：7，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區環山路一段25號,121.565589,25.083633
臺北市內湖區潭美國民小學,2011/12/14 下午 05:01:00,座數：11，特優級：8，優等級：3，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區新明路22號,121.590386,25.060548
臺北市立西湖國民中學,2011/12/14 下午 05:01:00,座數：37，特優級：17，優等級：20，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區環山路一段27號,121.565486,25.085145
台灣麥當勞成2中心,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區成功路四段180號,121.59375,25.083569
臺北市立聯合醫院忠孝院區內湖門診,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市內湖區民權東路六段99號1樓,121.588898,25.069374
全國景美加油站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區羅斯福路六段140號,121.540849,24.996182
北二高木柵休息站,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區北上過木柵交流道約50公尺,121.570283,24.9759392
臺北市立社會教育館文山分館,2011/12/14 下午 05:01:00,座數：14，特優級：14，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區景文街32號,121.5413237,24.9918145
國立政治大學附屬高級中學,2011/12/14 下午 05:01:00,座數：24，特優級：1，優等級：23，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區政大一街353號,121.586372,24.987393
臺北市文山區武功國民小學,2011/12/14 下午 05:01:00,座數：19，特優級：5，優等級：14，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區興隆路一段68號,121.540528,25.003793
文山區行政中心1樓,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區木柵路三段220號1樓,121.569962,24.989558
指南派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區指南路二段177號,121.577944,24.987308
臺北市立圖書館力行分館,2011/12/14 下午 05:01:00,座數：8，特優級：2，優等級：6，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區一壽街22號5-8樓,121.556498,24.979578
北投公園,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區中山路2號旁,121.507267,25.136785
陽明山公園,2011/12/14 下午 05:01:00,座數：19，特優級：4，優等級：15，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區陽明山,121.540139,25.156931
關渡大業路加油站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區大業路157號,121.498572,25.124701
陽明山國家公園,2011/12/14 下午 05:01:00,座數：17，特優級：8，優等級：7，普通級：2，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區陽明山國家公園,121.546587,25.155082
國立陽明大學,2011/12/14 下午 05:01:00,座數：41，特優級：21，優等級：20，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區立農街二段155號,121.514497,25.119953
臺北市北投區立農國民小學,2011/12/14 下午 05:01:00,座數：19，特優級：1，優等級：18，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區立農街一段250號,121.505032,25.119493
民權一派出所,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區新生北路二段127號之1,121.527936,25.059882
台北老爺大酒店,2011/12/14 下午 05:01:00,座數：3，特優級：3，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中山區中山北路二段37之1號,121.522847,25.053969
台灣麥當勞南京西分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區南京東路二段76號1樓,121.531032,25.051812
摩斯漢堡中山北路第二分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路二段76號1樓,121.522587,25.057146
羅多倫咖啡民權分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區民權西路38之1號1樓,121.521213,25.062586
欣欣晶華影城,2011/12/14 下午 05:01:00,座數：6，特優級：6，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區林森北路247號,121.525784,25.054132
捷運古亭站,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中正區羅斯福路二段164-1,121.523279,25.025473
水悟空親水體驗教育區,2011/12/14 下午 05:01:00,座數：12，特優級：10，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區思源街1號,121.530253,25.013286
國立臺灣藝術教育館,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區南海路47號,121.511775,25.031672
臺北市私立南華高級中學,2011/12/14 下午 05:01:00,座數：4，特優級：1，優等級：3，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區汀州路三段58號,121.531117,25.015723
仁愛路派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區仁愛路一段19號,121.522197,25.03892
內政部入出國及移民署,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區廣州街15號,121.507934,25.035826
星期五餐廳重慶分公司,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區重慶南路一段94號1樓,121.51303,25.042922
中正9號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市中正區永春街162號邊,121.527315,25.014217
大湖公園,2011/12/14 下午 05:01:00,座數：3，特優級：1，優等級：2，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市內湖區成功路五段31號,121.60488,25.082841
捷運文德站,2011/12/14 下午 05:01:00,座數：3，特優級：3，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市內湖區文德路214號,121.585527,25.078436
捷運東湖站,2011/12/14 下午 05:01:00,座數：3，特優級：3，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市內湖區康寧路三段235號,121.611718,25.067126
麗湖國民小學地下停車場,2011/12/14 下午 05:01:00,座數：2，特優級：1，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市內湖區金湖路363巷8號,121.601146,25.072992
大潤發購物中心二館,2011/12/14 下午 05:01:00,座數：12，特優級：4，優等級：8，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市內湖區舊宗路一段188號,121.576018,25.062596
臺北市立南湖高級中學,2011/12/14 下午 05:01:00,座數：32，特優級：1，優等級：31，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區康寧路三段220號,121.610999,25.06689
臺北市稅捐稽徵處內湖分處,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市內湖區民權東路六段99號2樓,121.588898,25.069374
景美國小地下停車場,2011/12/14 下午 05:01:00,座數：3，特優級：0，優等級：3，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市文山區景文街142巷2號,121.540694,24.989247
興隆公園地下停車場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:29:00,臺北市文山區仙岩路128號,121.551152,25.000594
真修寺,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區試院路134號,121.5474911,24.9900042
慈光寺,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區萬芳路26巷5號,121.569087,24.995122
臺北市文山區興華國民小學,2011/12/14 下午 05:01:00,座數：13，特優級：1，優等級：12，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市文山區興隆路三段125巷6號,121.558909,24.999749
臺灣警察專科學校,2011/12/14 下午 05:01:00,座數：36，特優級：0，優等級：36，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區興隆路三段153號,121.559904,24.997946
肯德基興隆分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區興隆路三段114號1樓,121.557621,24.99905
摩斯漢堡木新分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區木新路三段170號1樓,121.560759,24.981944
文山11號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:30:00,臺北市文山區木柵福德坑第1停車場內,121.591642,25.0075
文山1號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:30:00,臺北市文山區景文街集應廟後,121.542182,24.991817
頂好超市稻香分店,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：0，普通級：2，加強級：0,2011/12/28 上午 06:30:00,臺北市北投區稻香路81號,121.489538,25.140952
大戈壁餐飲股份有限公司,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區松江路152號3樓,121.53255,25.05417
王品台塑牛排館台北中山分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路二段33號2樓,121.522842,25.053301
摩斯漢堡民權分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區民權西路25號1樓,121.521502,25.063014
大直美麗華影城,2011/12/14 下午 05:01:00,座數：6，特優級：0，優等級：6，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中山區敬業三路20號,121.557293,25.082837
中山8號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區北安路805巷6號劍潭古寺旁,121.555828,25.086312
光華商場,2011/12/14 下午 05:01:00,座數：22，特優級：9，優等級：13，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中正區市民大道三段8號,121.532285,25.045399
遠東百貨(寶慶店),2011/12/14 下午 05:01:00,座數：16，特優級：16，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區寶慶路27號,121.510589,25.041465
中正運動中心,2011/12/14 下午 05:01:00,座數：18，特優級：16，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區信義路一段1號,121.518896,25.038569
臺北市私立強恕高級中學,2011/12/14 下午 05:01:00,座數：11，特優級：0，優等級：11，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區汀州路二段143號,121.520222,25.024957
介壽路派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區公園路54號,121.515502,25.039997
忠孝東路派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區忠孝東路二段10號,121.527132,25.043677
漢堡王重慶分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區重慶南路一段66號,121.513069,25.043652
中正13號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:29:00,臺北市中正區廣州街4號5弄底,121.50963,25.033983
